Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Saint Vincent and the Grenadines,47000.0,55000.0,90000.0,45000.0,70000.0,90000.0,20000.0,71000.0,80000.0,70000.0,16000.0,59000.0,124000.0,99000.0,69000.0,111000.0,110000.0,168000.0,187000.0,129000.0,182000.0,190000.0,190000.0,190000.0,140000.0,149000.0,164000.0,107000.0,112000.0,126000.0,157000.0,99000.0
Samoa,147000.0,80000.0,130000.0,120000.0,170000.0,140000.0,90000.0,150000.0,130000.0,110000.0,30000.0,60000.0,118000.0,114000.0,101000.0,166000.0,114000.0,246000.0,278000.0,255000.0,289000.0,180000.0,187000.0,247000.0,210000.0,232000.0,264000.0,202000.0,279000.0,174000.0,407000.0,330000.0
Sao Tome and Principe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,9000.0,8000.0,21000.0,847000.0,587000.0,45000.0,23000.0,41000.0,113000.0,55000.0,58000.0,110000.0,41000.0,54000.0,64000.0,39000.0,40000.0,38000.0,39000.0
Saudi Arabia,75865000.0,74545000.0,38036000.0,46169000.0,30911000.0,55152000.0,62216000.0,55340000.0,60736000.0,65000000.0,129023000.0,114490000.0,113494000.0,116533000.0,111418000.0,132860000.0,135052000.0,159388000.0,76795000.0,153783000.0,211271000.0,231732000.0,239142000.0,232594000.0,250505000.0,254004000.0,259684000.0,256847000.0,252516000.0,236629000.0,243557000.0,189383000.0
Senegal,12791000.0,4139000.0,8519000.0,6181000.0,13300000.0,9612000.0,11661000.0,7621000.0,9802000.0,11040000.0,11509000.0,10806000.0,6229000.0,8002000.0,6991000.0,6712000.0,6357000.0,8595000.0,8586000.0,7904000.0,8554000.0,7569000.0,8629000.0,7859000.0,8784000.0,8755000.0,7917000.0,7578000.0,11014000.0,6513000.0,4920000.0,6591000.0
Serbia,,,,,,,,,,,,,,,,,502000.0,647000.0,820000.0,767000.0,514000.0,701000.0,668000.0,686000.0,692000.0,719000.0,635000.0,664000.0,676000.0,744000.0,908000.0,784000.0
Serbia and Montenegro,,,2557000.0,0.0,0.0,0.0,2138000.0,4062000.0,3474000.0,226000.0,117000.0,221000.0,453000.0,255000.0,491000.0,393000.0,,,,,,,,,,,,,,,,
Seychelles,107000.0,146000.0,107000.0,140000.0,104000.0,99000.0,118000.0,156000.0,125000.0,125000.0,130000.0,110000.0,159000.0,82000.0,137000.0,120000.0,143000.0,287000.0,432000.0,376000.0,411000.0,268000.0,487000.0,424000.0,304000.0,507000.0,609000.0,622000.0,777000.0,666000.0,718000.0,660000.0
Sierra Leone,200000.0,250000.0,310000.0,100000.0,170000.0,130000.0,180000.0,110000.0,110000.0,60000.0,55000.0,55000.0,83000.0,356000.0,657000.0,662000.0,435000.0,627000.0,532000.0,822000.0,531000.0,1068000.0,822000.0,1200000.0,2345000.0,1492000.0,1515000.0,1705000.0,758000.0,1984000.0,2156000.0,2473000.0
Singapore,22242000.0,17181000.0,16556000.0,24764000.0,22292000.0,18260000.0,17209000.0,16220000.0,15051000.0,14385000.0,17287000.0,16980000.0,15199000.0,11558000.0,11601000.0,15873000.0,17775000.0,17864000.0,21826000.0,22366000.0,25898000.0,30958000.0,37110000.0,40038000.0,40003000.0,39770000.0,43129000.0,46152000.0,45758000.0,50738000.0,47298000.0,44052000.0
Slovakia,,,,1819000.0,1973000.0,2211000.0,2288000.0,1863000.0,2245000.0,1912000.0,1854000.0,1679000.0,1780000.0,2218000.0,3352000.0,2787000.0,3255000.0,4511000.0,5887000.0,5960000.0,5902000.0,5668000.0,4129000.0,4971000.0,4818000.0,4112000.0,3788000.0,4099000.0,3920000.0,3672000.0,3381000.0,3683000.0
Slovenia,,,460000.0,494000.0,383000.0,335000.0,425000.0,328000.0,267000.0,720000.0,1854000.0,353000.0,481000.0,662000.0,793000.0,1334000.0,1416000.0,2003000.0,1825000.0,2325000.0,2208000.0,2102000.0,1930000.0,2087000.0,1976000.0,1669000.0,1502000.0,1823000.0,1996000.0,2693000.0,1924000.0,2061000.0
Solomon Islands,270000.0,150000.0,200000.0,130000.0,32000.0,23000.0,83000.0,6000.0,6000.0,3000.0,4000.0,6000.0,91000.0,130000.0,192000.0,179000.0,401000.0,203000.0,24000.0,142000.0,75000.0,426000.0,627000.0,596000.0,52000.0,27000.0,190000.0,1153000.0,1631000.0,118000.0,66000.0,156000.0
Somalia,2400000.0,1800000.0,1700000.0,2100000.0,3000000.0,5200000.0,4500000.0,3200000.0,3300000.0,2800000.0,2600000.0,2015000.0,793000.0,4322000.0,2575000.0,2838000.0,2197000.0,3016000.0,6542000.0,4460000.0,4102000.0,507000.0,1188000.0,5733000.0,404000.0,1198000.0,606000.0,4738000.0,10208000.0,9779000.0,8416000.0,9737000.0
South Africa,14715000.0,11789000.0,17277000.0,17537000.0,14965000.0,16154000.0,16392000.0,22660000.0,19051000.0,16214000.0,17243000.0,15922000.0,16287000.0,16044000.0,19877000.0,24128000.0,31853000.0,25699000.0,28953000.0,41248000.0,47172000.0,45012000.0,50245000.0,57822000.0,51932000.0,47938000.0,50649000.0,52965000.0,44349000.0,40176000.0,40015000.0,37518000.0
South Sudan,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,865000.0,1933000.0,1622000.0,2613000.0,4238000.0,3429000.0,2798000.0,1166000.0
Spain,7331000.0,7544000.0,8833000.0,7280000.0,6897000.0,7835000.0,5761000.0,5394000.0,6427000.0,6496000.0,6400000.0,9119000.0,8474000.0,12084000.0,14262000.0,14221000.0,16786000.0,19033000.0,24636000.0,20255000.0,19742000.0,27757000.0,24667000.0,24173000.0,28451000.0,26599000.0,28681000.0,33575000.0,35034000.0,38823000.0,46478000.0,51000000.0
Sri Lanka,3143000.0,1014000.0,2727000.0,4116000.0,1054000.0,1316000.0,5746000.0,8035000.0,9846000.0,3336000.0,6818000.0,7275000.0,6688000.0,10989000.0,14823000.0,13785000.0,22040000.0,31671000.0,34891000.0,24266000.0,29952000.0,35423000.0,19580000.0,14577000.0,14925000.0,17824000.0,15204000.0,23715000.0,19938000.0,18723000.0,15525000.0,18271000.0
Sudan,,,,,,,,,,,,,,,,,,,,,,,43827000.0,70143000.0,68799000.0,50201000.0,55309000.0,57870000.0,61215000.0,42998000.0,50000000.0,44037000.0
Sudan (former),17000000.0,15000000.0,9500000.0,28555000.0,24795000.0,26585000.0,33350000.0,32888000.0,36441000.0,38691000.0,29035000.0,44013000.0,30485000.0,23091000.0,23946000.0,23437000.0,34252000.0,46002000.0,51214000.0,56365000.0,82229000.0,57520000.0,,,,,,,,,,
Suriname,432000.0,326000.0,408000.0,200000.0,220000.0,438000.0,1279000.0,901000.0,610000.0,970000.0,710000.0,600000.0,472000.0,451000.0,666000.0,581000.0,585000.0,458000.0,1012000.0,1050000.0,1017000.0,1529000.0,1359000.0,1345000.0,1640000.0,1500000.0,1316000.0,1772000.0,1564000.0,1218000.0,1270000.0,1215000.0
Sweden,18934000.0,18693000.0,18183000.0,16644000.0,19786000.0,22675000.0,22817000.0,24810000.0,26015000.0,25173000.0,26336000.0,23626000.0,23709000.0,25661000.0,30774000.0,31660000.0,34576000.0,42632000.0,49239000.0,45818000.0,40641000.0,41479000.0,36677000.0,38771000.0,35668000.0,33674000.0,37949000.0,38336000.0,39109000.0,35110000.0,33684000.0,31689000.0
Switzerland,11142000.0,11273000.0,12147000.0,11507000.0,11606000.0,12783000.0,11351000.0,13779000.0,17100000.0,15753000.0,14517000.0,14334000.0,16675000.0,18569000.0,19084000.0,19764000.0,19648000.0,18846000.0,24746000.0,22114000.0,24967000.0,28372000.0,28807000.0,35704000.0,36649000.0,33761000.0,33377000.0,35536000.0,37143000.0,36610000.0,38916000.0,40239000.0
Syrian Arab Republic,30096000.0,35486000.0,30298000.0,35325000.0,36283000.0,27512000.0,40587000.0,34070000.0,34542000.0,45233000.0,36485000.0,39677000.0,55128000.0,53841000.0,58727000.0,75291000.0,53799000.0,56224000.0,70125000.0,68217000.0,69758000.0,144698000.0,118220000.0,111188000.0,86110000.0,58258000.0,64423000.0,46628000.0,43000000.0,56000000.0,57245000.0,45228000.0
Tajikistan,,,,1300000.0,1000000.0,1300000.0,523000.0,1432000.0,2190000.0,1073000.0,751000.0,1097000.0,4367000.0,4837000.0,6000000.0,7800000.0,5883000.0,6000000.0,2763000.0,8400000.0,8060000.0,8700000.0,7300000.0,6100000.0,11948000.0,7381000.0,10165000.0,7056000.0,7718000.0,7092000.0,7424000.0,6580000.0
Thailand,907000.0,905000.0,1207000.0,1227000.0,1588000.0,1421000.0,1742000.0,1088000.0,1064000.0,969000.0,1171000.0,1401000.0,2240000.0,2358000.0,3270000.0,2867000.0,3229000.0,3466000.0,4338000.0,4730000.0,5777000.0,9959000.0,11529000.0,12141000.0,14212000.0,13601000.0,17675000.0,15751000.0,19674000.0,19602000.0,25992000.0,22778000.0
Timor-Leste,150000.0,160000.0,160000.0,160000.0,165000.0,165000.0,165000.0,170000.0,170000.0,170000.0,175000.0,175000.0,175000.0,180000.0,20000.0,30000.0,18000.0,0.0,50000.0,38000.0,86000.0,113000.0,196000.0,159000.0,257000.0,263000.0,372000.0,235000.0,238000.0,218000.0,305000.0,461000.0
Togo,185000.0,100000.0,103000.0,88000.0,31000.0,52000.0,55000.0,49000.0,67000.0,57000.0,48000.0,50000.0,88000.0,150000.0,156000.0,78000.0,6142000.0,231000.0,276000.0,623000.0,357000.0,579000.0,729000.0,564000.0,612000.0,408000.0,497000.0,622000.0,950000.0,1109000.0,542000.0,744000.0
Tonga,50000.0,77000.0,51000.0,70000.0,77000.0,59000.0,60000.0,59000.0,66000.0,50000.0,38000.0,46000.0,74000.0,62000.0,57000.0,99000.0,71000.0,67000.0,76000.0,94000.0,72000.0,80000.0,53000.0,77000.0,106000.0,66000.0,52000.0,24000.0,52000.0,86000.0,46000.0,53000.0
Trinidad and Tobago,819000.0,872000.0,949000.0,752000.0,1208000.0,740000.0,806000.0,730000.0,551000.0,1061000.0,1166000.0,1108000.0,1194000.0,2372000.0,935000.0,1685000.0,1425000.0,1631000.0,1136000.0,2057000.0,1670000.0,1493000.0,2602000.0,3110000.0,4400000.0,3035000.0,3238000.0,2669000.0,3404000.0,2775000.0,2087000.0,2470000.0
Tunisia,17838000.0,19841000.0,21686000.0,17249000.0,19051000.0,11346000.0,17015000.0,21106000.0,21910000.0,18322000.0,18315000.0,19806000.0,14523000.0,11343000.0,11544000.0,14060000.0,4992000.0,14042000.0,19384000.0,17943000.0,17583000.0,13430000.0,15591000.0,12543000.0,11647000.0,8661000.0,7405000.0,14438000.0,8850000.0,12769000.0,12963000.0,13792000.0
Turkmenistan,,,,4092000.0,920000.0,8375000.0,16963000.0,1300000.0,3690000.0,21051000.0,10964000.0,4319000.0,4107000.0,2300000.0,1988000.0,7666000.0,3452000.0,2202000.0,5289000.0,4623000.0,7295000.0,6292000.0,7651000.0,7036000.0,13237000.0,8215000.0,14718000.0,9025000.0,13031000.0,13065000.0,4096000.0,8107000.0
Tuvalu,0.0,20000.0,0.0,5000.0,8000.0,7000.0,7000.0,0.0,4000.0,5000.0,6000.0,3000.0,19000.0,13000.0,30000.0,30000.0,29000.0,19000.0,17000.0,27000.0,19000.0,48000.0,48000.0,28000.0,40000.0,25000.0,14000.0,19000.0,25000.0,18000.0,12000.0,16000.0
Türkiye,1096000.0,3807000.0,2439000.0,4605000.0,2798000.0,3334000.0,4362000.0,4280000.0,4935000.0,5007000.0,7934000.0,8375000.0,2684000.0,3941000.0,5205000.0,6438000.0,7735000.0,8158000.0,11322000.0,13538000.0,21530000.0,17732000.0,13710000.0,17554000.0,16045000.0,17015000.0,41089000.0,59929000.0,38911000.0,40854000.0,44366000.0,41531000.0
Uganda,0.0,0.0,0.0,0.0,9000.0,9000.0,3000.0,13000.0,55000.0,13000.0,7000.0,13000.0,41000.0,52000.0,62000.0,27000.0,28000.0,55000.0,91000.0,147000.0,101000.0,407000.0,205000.0,211000.0,371000.0,752000.0,382000.0,279000.0,466000.0,534000.0,393000.0,473000.0
Ukraine,,,20000000.0,31000000.0,9400000.0,10900000.0,14300000.0,16195000.0,15560000.0,18300000.0,22000000.0,30989000.0,35032000.0,39308000.0,13475000.0,62121000.0,76400000.0,93430000.0,120460000.0,107195000.0,87281000.0,150707000.0,159797000.0,159169000.0,123361000.0,76348000.0,67679000.0,64001000.0,57942000.0,57334000.0,60444000.0,56528000.0
United Arab Emirates,49544000.0,63385000.0,42044000.0,77508000.0,88727000.0,77332000.0,92353000.0,95000000.0,210000000.0,152123000.0,147382000.0,102000000.0,150066000.0,229751000.0,172063000.0,69793000.0,97940000.0,324691000.0,452111000.0,279973000.0,267216000.0,226923000.0,152515000.0,311138000.0,677860000.0,468277000.0,483590000.0,303860000.0,323162000.0,210592000.0,194431000.0,187574000.0
United Kingdom of Great Britain and Northern Ireland,380884000.0,332588000.0,329408000.0,341816000.0,327301000.0,296657000.0,317940000.0,352649000.0,365438000.0,324688000.0,314603000.0,289677000.0,282789000.0,271749000.0,292019000.0,274045000.0,331383000.0,307293000.0,367564000.0,368115000.0,420716000.0,462095000.0,440515000.0,423099000.0,365239000.0,392411000.0,356023000.0,396928000.0,393130000.0,348753000.0,349763000.0,307439000.0
United Republic of Tanzania,0.0,0.0,0.0,0.0,0.0,42000.0,160000.0,102000.0,54000.0,292000.0,61000.0,20000.0,67000.0,27000.0,24000.0,19000.0,27000.0,19000.0,108000.0,63000.0,108000.0,122000.0,173000.0,233000.0,564000.0,662000.0,1262000.0,973000.0,481000.0,439000.0,469000.0,470000.0
United States of America,141624000.0,139004000.0,146069000.0,138342000.0,151654000.0,133801000.0,145446000.0,147452000.0,182012000.0,164987000.0,162002000.0,172676000.0,159851000.0,186789000.0,204881000.0,243575000.0,281846000.0,309906000.0,341056000.0,327365000.0,400729000.0,440206000.0,414317000.0,476020000.0,444532000.0,468841000.0,483137000.0,486565000.0,487294000.0,488414000.0,473832000.0,531758000.0
Uruguay,1313000.0,1346000.0,1418000.0,1224000.0,1540000.0,1632000.0,1605000.0,1688000.0,1686000.0,1497000.0,1416000.0,1544000.0,1044000.0,1194000.0,1015000.0,1191000.0,1054000.0,1150000.0,1344000.0,1388000.0,1806000.0,1683000.0,1639000.0,1838000.0,2116000.0,1948000.0,1979000.0,2077000.0,1961000.0,1724000.0,1632000.0,1920000.0
Uzbekistan,,,9700000.0,25000000.0,25489000.0,15379000.0,10000000.0,17000000.0,8000000.0,7000000.0,11080000.0,12000000.0,15412000.0,4200000.0,16377000.0,22304000.0,14085000.0,19253000.0,37005000.0,35147000.0,34850000.0,45525000.0,69255000.0,68481000.0,66034000.0,66538000.0,50202000.0,49123000.0,47337000.0,46438000.0,42316000.0,42840000.0
Vanuatu,78000.0,84000.0,99000.0,100000.0,96000.0,10000.0,130000.0,35000.0,40000.0,30000.0,40000.0,30000.0,41000.0,77000.0,26000.0,45000.0,98000.0,154000.0,172000.0,176000.0,173000.0,202000.0,104000.0,138000.0,87000.0,76000.0,73000.0,99000.0,101000.0,120000.0,66000.0,82000.0
Venezuela (Bolivarian Republic of),173000.0,226000.0,270000.0,314000.0,240000.0,478000.0,492000.0,544000.0,983000.0,951000.0,590000.0,779000.0,703000.0,225000.0,627000.0,452000.0,796000.0,920000.0,1082000.0,1300000.0,905000.0,1152000.0,1676000.0,824000.0,539000.0,423000.0,122000.0,83000.0,94000.0,51000.0,28000.0,122000.0
Viet Nam,,,,,,,,,,,,,,,,,,,,,,,6867000.0,33520000.0,7930000.0,9162000.0,10900000.0,11171000.0,23550000.0,30916000.0,16790000.0,227982000.0
Yemen,11863000.0,16000000.0,17026000.0,13884000.0,19017000.0,23613000.0,25724000.0,10233000.0,11965000.0,10347000.0,8366000.0,10160000.0,11828000.0,11705000.0,11897000.0,15356000.0,13175000.0,17346000.0,15137000.0,17352000.0,62787000.0,33633000.0,36013000.0,34235000.0,50662000.0,31891000.0,30000000.0,72155000.0,6165000.0,15905000.0,54747000.0,54342000.0
Yugoslav SFR,11087000.0,3400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,5000.0,2000.0,9000.0,0.0,40000.0,77000.0,130000.0,263000.0,130000.0,410000.0,326000.0,583000.0,582000.0,1042000.0,2823000.0,1084000.0,1521000.0,1039000.0,1058000.0,1639000.0,1627000.0,1758000.0,2127000.0,2721000.0,3743000.0,3040000.0,3194000.0,3713000.0,3769000.0,3223000.0,2436000.0,2304000.0
Zimbabwe,101000.0,97000.0,4000.0,13000.0,12000.0,168000.0,106000.0,147000.0,288000.0,336000.0,97000.0,182000.0,700000.0,174000.0,83000.0,9000.0,273000.0,1704000.0,401000.0,690000.0,13726000.0,1234000.0,1591000.0,2430000.0,2908000.0,2917000.0,2944000.0,2885000.0,2670000.0,876000.0,587000.0,1045000.0
